exercise_name,base_name,main_muscle_clean,muscle_category,equipment_clean,difficulty_level,is_compound,is_priority,is_variation,target_muscles_list,synergist_muscles_list,secondary_muscles_list,stabilizer_muscles_list,execution,preparation
Wheel:  Jack-Knife,wheel,legs,legs,bodyweight,advanced,False,False,True,['hip flexors'],"['tensor fasciae latae', 'sartorius', 'pectineus', 'adductor longus', 'adductor brevis', 'gluteus maximus', 'adductor magnus']","['rectus abdominis', 'hip flexors']","['rectus abdominis', 'obliques', 'pectoralis major', 'sternal', 'pectoralis major', 'clavicular', 'serratus anterior', 'pectoralis minor', 'deltoid', 'anterior', 'triceps brachii', 'coracobrachialis', 'quadriceps']","Bend hips and knees, pulling legs under body. Pull bent knees toward chest, allowing rear end to raise upward. Return by extending hips and knees to original position. Repeat.","With feet strapped topower wheel,kneel on floor. Place hands shoulder width apart on floor. With arms vertical and straight, support body off of floor while rollingpower wheelback until body is straight."
Wheel:  Rollout,wheel,legs,legs,bodyweight,advanced,False,False,True,['hip flexors'],"['tensor fasciae latae', 'sartorius', 'pectineus', 'adductor longus', 'adductor brevis', 'latissimus dorsi', 'teres major', 'pectoralis major', 'sternal', 'pectoralis minor', 'deltoid', 'posterior', 'rhomboids']","['rectus abdominis', 'anterior deltoid']","['rectus abdominis', 'obliques', 'triceps brachii', 'pectoralis major', 'clavicular', 'coracobrachialis', 'serratus anterior', 'wrist flexors']","With arms straight, roll wheel out as far as possible. Lower body gently to floor extending arms forward. Raise body back up by flexing hips and pulling arms back to original position. Return until hips are extended. Repeat.","Kneel on floor or mat. Grasp handles on wheel to each side with overhand grip. Position wheel near front of knees and lean over wheel with arms extended downward, supporting upper body."
Wheel:  Pike,wheel,legs,legs,bodyweight,advanced,False,False,True,['hip flexors'],"['tensor fasciae latae', 'sartorius', 'pectineus', 'adductor longus', 'adductor brevis']","['rectus abdominis', 'hip flexors']","['rectus abdominis', 'obliques', 'pectoralis major', 'sternal', 'pectoralis major', 'clavicular', 'pectoralis minor', 'serratus anterior', 'deltoid', 'anterior', 'triceps brachii', 'coracobrachialis', 'quadriceps']","From plank position, raise rear end up as high as possible by bending hips. Pullpower wheeltoward hands while keeping knees straight. Return by extending hips to original position.   Repeat.","With feet strapped topower wheel,kneel on floor. Place hands shoulder width apart on floor. With arms vertical and straight, support body off of floor while rollingpower wheelback until body is straight."
Discs,discs,legs,legs,bodyweight,intermediate,False,False,False,['hip flexors'],"['tensor fasciae latae', 'sartorius', 'pectineus', 'adductor longus', 'adductor brevis']","['rectus abdominis', 'obliques']","['rectus abdominis', 'obliques', 'pectoralis major', 'sternal', 'pectoralis major', 'clavicular', 'pectoralis minor', 'serratus anterior', 'deltoid', 'anterior', 'triceps brachii', 'coracobrachialis', 'quadriceps']","From plank position, raise rear end up as high as possible by bending hips. Pullgliding discstoward hands while keeping knees straight. Return by extending hips to original position. Repeat.","Kneel on floor with forefeet ongliding discs. Place hands shoulder width apart on floor. With arms vertical and straight, support body off of floor while slidinggliding discsback until body is straight."
Discs:  Pike,discs,legs,legs,bodyweight,advanced,False,False,True,['hip flexors'],"['tensor fasciae latae', 'sartorius', 'pectineus', 'adductor longus', 'adductor brevis']","['rectus abdominis', 'hip flexors']","['rectus abdominis', 'obliques', 'pectoralis major', 'sternal', 'pectoralis major', 'clavicular', 'pectoralis minor', 'serratus anterior', 'deltoid', 'anterior', 'triceps brachii', 'coracobrachialis', 'quadriceps']","From plank position, raise rear end up as high as possible by bending hips. Pullgliding discstoward hands while keeping knees straight. Return by extending hips to original position. Repeat.","Kneel on floor with forefeet ongliding discs. Place hands shoulder width apart on floor. With arms vertical and straight, support body off of floor while slidinggliding discsback until body is straight."
Mountain Climber,mountain climber,legs,legs,suspension trainer,intermediate,True,False,False,['hip flexors'],"['tensor fasciae latae', 'pectineus', 'sartorius', 'adductor longus', 'adductor brevis']","['rectus abdominis', 'hip flexors']","['rectus abdominis', 'obliques', 'quadriceps', 'pectoralis major', 'serratus anterior', 'triceps brachii', 'coracobrachialis']","Simultaneously alternate leg positions by straightening bent leg behind, while bending straight leg forward. Repeat.","Sit on floor facing suspension trainer loops in low position. Place right foot in left lower loop. Cross left leg over right leg placed in right lower loop. Turn body to right and place hands on floor, shoulder width apart. Turn body to kneel on hands and knees. Reposition hands (shoulder width or slightly wider) at desired distance from suspension trainer so that body is square with suspension trainer straps. With arms straight, raise knees from ground so body is supported by arms and suspension trainer. Bend one leg so knee is pointing down while keeping other leg extended out straight."
Pike,pike,legs,legs,suspension trainer,intermediate,False,False,False,['hip flexors'],"['tensor fasciae latae', 'pectineus', 'sartorius', 'adductor longus', 'adductor brevis', 'rectus femoris']","['rectus abdominis', 'hip flexors']","['rectus abdominis', 'obliques', 'quadriceps', 'pectoralis major', 'deltoid', 'anterior', 'serratus anterior', 'trapezius', 'upper', 'trapezius', 'middle', 'trapezius', 'lower', 'triceps brachii', 'coracobrachialis']","Raise rear end up as high as possible by bending hips. Pull feet toward hands, while keeping knees straight. Return by extending hips to original straight body position. Repeat.","Sit on floor facing suspension trainer loops in low position. Place right foot in left lower loop. Cross left leg over right leg placed in right lower loop. Turn body to right and place hands on floor shoulder width apart. Turn body to kneel on hands and knees. Reposition hands (shoulder width or slightly wider) at desired distance from suspension trainer so that body is square with suspension trainer straps. With arms straight, raise knees from ground, so body is supported by arms and suspension trainer."
Lunge,lunge,legs,legs,barbell,intermediate,True,False,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'tibialis anterior', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']","Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.","Cleanbar from floor or dismount bar from rack. From rack with barbell upper chest height, position bar on back of shoulders and grasp barbell to sides."
Lunge:  Rear Lunge,lunge,legs,legs,barbell,intermediate,True,False,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,"From rack with barbell upper chest height, position bar on back of shoulders and grasp barbell to sides. Dismount bar from rack."
Single Leg Split Squat,single leg split squat,legs,legs,barbell,advanced,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'gluteus medius', 'gluteus minimus']",Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Stand facing away from bench. Position bar on back of shoulders and grasp barbell to sides. Extend leg back and place top of foot on bench.
Single Leg Split Squat:  Side Split Squat,single leg split squat,legs,legs,barbell,advanced,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus (lead leg)', 'adductors (extended leg)', 'soleus']","['quadriceps', 'adductors']","['erector spinae', 'gluteus medius', 'gluteus minimus']",Lower body toward side of angled foot by bending knee and hip of lead leg while keeping opposite leg only slightly bent. Return to original standing position by extending hip and knee of lead leg. Repeat.,Place barbell on back of shoulders and grasp bar on each side. Stand with feet wide apart; foot of lead leg angled out to side.
Single Leg Split Squat:  Single Leg Squat,single leg split squat,legs,legs,barbell,advanced,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus', 'erector spinae (see notes)']","['quadriceps', 'gluteus maximus']","['gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques', 'rectus abdominis', 'iliopsoas', 'tensor fasciae latae', 'pectineus', 'sartorius', 'quadriceps', 'deltoid', 'anterior', 'pectoralis major', 'clavicular', 'deltoid', 'lateral', 'trapezius', 'upper', 'trapezius', 'middle', 'trapezius', 'lower', 'serratus anterior', 'inferior digitations', 'levator scapulae', 'wrist extensors']",Squat down as far as possible while keeping leg elevated off of floor. Keep   supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,Stand with arms extended out in front holding barbell. Balance on one leg with opposite leg extended forward off of ground.
Squat,squat,legs,legs,barbell,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",['erector spinae'],"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","From rack with barbell at upper chest height, position bar high on back of shoulders and grasp barbell to sides. Dismount bar from rack and stand with shoulder width stance."
Squat:  Front Squat,squat,legs,legs,barbell,advanced,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'deltoid', 'anterior', 'deltoid', 'lateral', 'supraspinatus', 'pectoralis major', 'clavicular', 'coracobrachialis', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'trapezius', 'lower', 'serratus anterior']","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel. Extend knees and hips until legs are straight. Return and repeat.","From rack with barbell upper chest height, position bar in front of shoulders. Cross arms and place hands on top of barbell with upper arms parallel to floor. Dismount bar from rack."
Squat:  Trap Bar Squat,squat,legs,legs,barbell,intermediate,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'rhomboids']",Lift weight upward by extending knees and hips until straight. Pull shoulders back at top of lift if rounded. Return weights to floor by bending hips back while allowing knees to bend forward. Repeat.,Stand on platform under loaded trap bar. Squat down until thighs are just past parallel to floor with knees pointed same direction as feet and feet flat on platform. Grasp handles to sides. Posture chest up with back arched tightly.
Step-up,step-up,legs,legs,barbell,intermediate,True,False,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus', 'gastrocnemius (second leg)']","['quadriceps', 'gluteus maximus']","['erector spinae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']","Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.",Stand facing side of bench. Position bar on back of shoulders and grasp barbell to sides.
Rear Lunge,rear lunge,legs,legs,cable,intermediate,True,False,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'lower', 'levator scapulae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,Stand between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.
Split Squat,split squat,legs,legs,cable,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'erector spinae', 'obliques']",Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original straddle position by extending hip and knee of forward leg. Repeat. Continue with legs in opposite position.,Stand between two very low cable pulleys. Grasp stirrup attachments with each hand. Place one leg forward and opposite leg back to rear.
Squat,squat,legs,legs,cable,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae']","Keeping chest high and back straight, raise stirrups by extending knees and hips until legs are straight. Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Squat down until thighs are just past parallel to floor. Return and repeat.","Stand with feet shoulder width or slightly wider on platform between very low and close pulley cables. Squat down with knees slightly beyond foot, hips bent back behind, back straight, knees pointed same direction as feet, and shoulder above feet. Grasp stirrups to each side with arms straight."
Step Down,step down,legs,legs,cable,intermediate,True,False,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Raise body by extending knee and hip on platform until leg is straight. Return until foot of lower leg makes contact with lower platform or floor and repeat. Continue with opposite leg.,Grasp cable stirrup(s) with both hands. Place one foot on elevated platform positioned near or between low pulleys.
Step-up,step-up,legs,legs,cable,intermediate,True,False,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus', 'gastrocnemius (second leg)']","['quadriceps', 'gluteus maximus']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']","Place foot of first leg on elevated platform. Stand on elevated platform by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to lower position. Repeat first step with opposite leg, alternating first steps between legs.",Stand behind elevated platform and low and close pulley cables to sides. Grasp stirrups at each side of platform. Stand upright with arms straight down at sides.
Lunge,lunge,legs,legs,dumbbell,intermediate,True,False,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'lower', 'levator scapulae', 'tibialis anterior', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']","Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.",Stand with dumbbells grasped to sides.
Lunge:  Rear Lunge,lunge,legs,legs,dumbbell,intermediate,True,False,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'lower', 'levator scapulae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,Stand with dumbbells grasped to sides.
Split Squat,split squat,legs,legs,dumbbell,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'gluteus medius', 'gluteus minimus']",Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Stand with dumbbells grasped to sides. Position feet far apart; one foot forward and other foot behind.
Squat,squat,legs,legs,dumbbell,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'rhomboids']","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.",Stand with dumbbells grasped to sides.
Squat:  Front Squat,squat,legs,legs,dumbbell,advanced,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae']","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.",Stand with dumbbells grasped to sides. Clean dumbbells up to shoulders so side of each dumbbell rests on top of each shoulder. Balance dumbbells on shoulder by holding on to dumbbells with elbows flaring outward. Position feet shoulder width or slightly narrower apart.
Step-up,step-up,legs,legs,dumbbell,intermediate,True,False,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus', 'gastrocnemius (second leg)']","['quadriceps', 'gluteus maximus']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg alternating first steps between legs.,Stand with dumbbells grasped to sides facing side of bench.
Step-up:  Step Down,step-up,legs,legs,dumbbell,intermediate,True,False,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus', 'gastrocnemius (following leg)']","['quadriceps', 'gluteus maximus']","['erector spinae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,Hold dumbbells in each hand down to sides and stand with one foot on bench. Position foot on bench to side slightly forward of straight knee.
Leg Presses,leg presses,legs,legs,machine,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",[],Lower platform by flexing hips and knees until hips are completely flexed. Return by extending knees and hips. Repeat.,Sit on machine with back on padded support. Place feet on platform. Extend hips and knees. Release dock lever and grasp handles to sides.
Leg Presses:  45° Leg Press,leg presses,legs,legs,machine,intermediate,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",[],Lower platform by flexing hips and knees until hips are completely flexed. Return by extending knees and hips. Repeat.,Sit on machine with back on padded support. Place feet on platform. Extend hips and knees. Release dock lever and grasp handles to sides.
Leg Presses:  Lying Leg Press,leg presses,legs,legs,machine,intermediate,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",[],Push lever platform away by extending hips and knees until knees are straight. Return lever platform by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Repeat.,Climb up steps to top of machine. Lie supine on horizontal padded platform with shoulders against pad. Place feet equally spaced on platform. Grip handles above shoulder pads.
Leg Presses:  Seated Leg Press,leg presses,legs,legs,machine,intermediate,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",[],Push platform(s) away by extending knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.
Single Leg Squat (plate loaded),single leg squat (plate loaded),legs,legs,machine,advanced,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']","Bend knees forward slightly while allowing hips to bend back behind, keeping back straight and knees pointed same direction as feet. Squat down as low as possible. Extend knee and hip until leg is straight. Return and repeat. Continue with opposite leg.",Stand between handles facing away from fulcrum. Grasp both handles to sides and stand upright. Cross lower leg above knee of supporting leg.
Split Squat,split squat,legs,legs,machine,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'lower', 'levator scapulae', 'gluteus medius', 'gluteus minimus']","With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor. Repeat. Continue with opposite leg.",Stand between lever handles to sides. Place forefoot of one foot on floor to rear and other foot slightly forward. Squat down and grasp handles to sides.
Squat,squat,legs,legs,machine,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae']","Lower lever by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.",Squat down to place shoulders under padded lever. Place feet shoulder width apart directly under shoulders. Extend knees and hips until legs are straight. Release support lever.
Squat:  Barbell Machine,squat,legs,legs,machine,intermediate,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",['erector spinae'],"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar. Disengage bar by rotating bar back."
Leg Extension,leg extension,legs,legs,machine,beginner,False,False,False,['quadriceps'],['none'],['quadriceps'],"['trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae', 'brachioradialis', 'brachialis', 'biceps brachii']",Move lever forward and upward by extending knees until legs are straight. Return lever to original position by bending knees. Repeat.,Sit on apparatus with back against padded back support. Place front of lower legs under padded lever. Position knee articulation at same axis as lever fulcrum. Grasp handles to sides for support.
Leg Presses,leg presses,legs,legs,machine,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",[],Push platform away by extending knees and hips. Return and repeat.,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.
Leg Presses:  Seated Leg Press,leg presses,legs,legs,machine,intermediate,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",[],Push platform away by extending knees and hips. Return and repeat.,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.
Squat,squat,legs,legs,machine,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae']","Lift lever up by extending knees and hips until legs are straight. Lower lever by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Return and repeat.",Squat down to place shoulders under padded lever. Place feet shoulder width apart directly under shoulders.
V-Squat,v-squat,legs,legs,machine,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",[],Raise sled by extending knees and hips until legs are straight. Squat down with knees pointed same direction as feet. Descend until knees or hips are near complete flexion. Repeat.,"Position shoulders under shoulder pads with back against back pad. Place feet on platform, shoulder or hip width apart. Squeeze hand lever. Keeping hand lever squeezed, squat down by bending hips and knees until knees or hips are just short of complete flexion. Release hand lever and raise up on sled just slightly until weight stack is engaged (click is heard)."
Leg Presses,leg presses,legs,legs,machine,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",[],Lower sled by flexing hips and knees until knees are just short of complete flexion. Return by extending knees and hips. Repeat.,Sit on machine with back on padded support. Place feet on platform. Extend hips and knees. Release dock lever and grasp handles to sides.
Leg Presses:  45° Leg Press,leg presses,legs,legs,machine,intermediate,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",[],Lower sled by flexing hips and knees until knees are just short of complete flexion. Return by extending knees and hips. Repeat.,Sit on machine with back on padded support. Place feet on platform. Extend hips and knees. Release dock lever and grasp handles to sides.
Leg Presses:  Lying Leg Press,leg presses,legs,legs,machine,intermediate,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",[],Extend hips and knees. Flex hips and knees to descend until knees are just short of complete flexion. Repeat.,Lie supine on sled with shoulders against pad. Place feet on platform.
Leg Presses:  Seated Leg Press,leg presses,legs,legs,machine,intermediate,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",[],Push platform away by extending knees and hips. Return until hips are completely flexed. Repeat.,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.
Squat,squat,legs,legs,machine,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'trapezius', 'upper', 'trapezius', 'middle', 'levator scapulae']","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Raise sled by extending knees and hips until legs are straight. Return and repeat.",Position shoulders under padded bars. Place feet shoulder width apart directly under shoulders. Disengage lever brace if available.
Squat:  Hack Squat,squat,legs,legs,machine,intermediate,True,True,True,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",[],"To lower sled, bend hips and knees until knees are just short of complete flexion. Raise sled by extending knees and hips. Repeat.",Lie supine on back pad with shoulders under shoulder pad. Place feet on platform slightly higher than base of sled. Extend hips and knees. Release dock levers.
Rear Lunge,rear lunge,legs,legs,smith machine,intermediate,True,False,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']","['erector spinae', 'gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques']",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar. Straighten legs so weight is lifted. Disengage bar by rotating bar back."
Squat,squat,legs,legs,smith machine,intermediate,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus']","['quadriceps', 'gluteus maximus']",['erector spinae'],"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.","With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar. Disengage bar by rotating bar back."
Single Leg Squat,single leg squat,legs,legs,weighted,advanced,True,True,False,['quadriceps'],"['gluteus maximus', 'adductor magnus', 'soleus', 'erector spinae (see notes)']","['quadriceps', 'gluteus maximus']","['gluteus medius', 'gluteus minimus', 'quadratus lumborum', 'obliques', 'rectus abdominis', 'iliopsoas', 'tensor fasciae latae', 'pectineus', 'sartorius', 'quadriceps', 'deltoid', 'anterior', 'pectoralis major', 'clavicular', 'deltoid', 'lateral', 'coracobrachialis', 'trapezius', 'upper', 'trapezius', 'middle', 'trapezius', 'lower', 'serratus anterior', 'inferior digitations', 'levator scapulae', 'wrist extensors']",Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body   back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,Stand with arms extended out in front holding medicine ball or weight plate. Balance on one leg with opposite leg extended forward off of ground.
